Points_0,Points_1,Points_2,p
-0.026,-0.018,0,-0.0516483
-0.026,-0.016,0,-0.0567187
-0.026,-0.014,0,-0.0626219
-0.026,-0.012,0,-0.0694145
-0.026,-0.01,0,-0.0771557
-0.026,-0.008,0,-0.0859062
-0.026,-0.006,0,-0.0957281
-0.026,-0.004,0,-0.106684
-0.026,-0.002,0,-0.118834
-0.026,0,0,-0.132239
-0.026,0.002,0,-0.146952
-0.026,0.004,0,-0.163022
-0.026,0.006,0,-0.180486
-0.026,0.008,0,-0.199367
-0.026,0.01,0,-0.219672
-0.026,0.012,0,-0.241379
-0.026,0.014,0,-0.264432
-0.026,0.016,0,-0.288732
-0.026,0.018,0,-0.31412
-0.026,0.02,0,-0.340362
-0.026,0.022,0,-0.367127
-0.026,0.024,0,-0.393963
-0.026,0.026,0,-0.420271
-0.026,0.028,0,-0.445269
-0.026,0.03,0,-0.467967
-0.026,0.032,0,-0.487151
-0.026,0.034,0,-0.501374
-0.026,0.036,0,-0.509
-0.026,0.038,0,-0.508284
-0.026,0.04,0,-0.497528
-0.026,0.042,0,-0.475309
-0.026,0.044,0,-0.44074
-0.026,0.046,0,-0.393776
-0.026,0.048,0,-0.335271
-0.026,0.05,0,-0.26742
-0.024,-0.05,0,0
-0.024,-0.048,0,-0.0629384
-0.024,-0.046,0,-0.0412858
-0.024,-0.044,0,-0.0430893
-0.024,-0.042,0,-0.0393246
-0.024,-0.04,0,-0.0377278
-0.024,-0.038,0,-0.0361944
-0.024,-0.036,0,-0.0352712
-0.024,-0.034,0,-0.0348059
-0.024,-0.032,0,-0.0348444
-0.024,-0.03,0,-0.0353888
-0.024,-0.028,0,-0.0364614
-0.024,-0.026,0,-0.0380869
-0.024,-0.024,0,-0.040296
-0.024,-0.022,0,-0.0431241
-0.024,-0.02,0,-0.0466108
-0.024,-0.018,0,-0.0507995
-0.024,-0.016,0,-0.0557372
-0.024,-0.014,0,-0.0614737
-0.024,-0.012,0,-0.0680613
-0.024,-0.01,0,-0.0755542
-0.024,-0.008,0,-0.0840075
-0.024,-0.006,0,-0.0934768
-0.024,-0.004,0,-0.104016
-0.024,-0.002,0,-0.115678
-0.024,0,0,-0.128509
-0.024,0.002,0,-0.142551
-0.024,0.004,0,-0.157834
-0.024,0.006,0,-0.174378
-0.024,0.008,0,-0.192182
-0.024,0.01,0,-0.211225
-0.024,0.012,0,-0.231453
-0.024,0.014,0,-0.252778
-0.024,0.016,0,-0.275059
-0.024,0.018,0,-0.298099
-0.024,0.02,0,-0.321624
-0.024,0.022,0,-0.345269
-0.024,0.024,0,-0.368561
-0.024,0.026,0,-0.3909
-0.024,0.028,0,-0.41154
-0.024,0.03,0,-0.429584
-0.024,0.032,0,-0.443977
-0.024,0.034,0,-0.453532
-0.024,0.036,0,-0.456974
-0.024,0.038,0,-0.453029
-0.024,0.04,0,-0.440545
-0.024,0.042,0,-0.418659
-0.024,0.044,0,-0.386965
-0.024,0.046,0,-0.345676
-0.024,0.048,0,-0.295646
-0.024,0.05,0,-0.238552
-0.022,-0.05,0,0
-0.022,-0.048,0,-0.0612707
-0.022,-0.046,0,-0.0401461
-0.022,-0.044,0,-0.0418768
-0.022,-0.042,0,-0.0381915
-0.022,-0.04,0,-0.0366259
-0.022,-0.038,0,-0.0351293
-0.022,-0.036,0,-0.0342334
-0.022,-0.034,0,-0.0337884
-0.022,-0.032,0,-0.0338371
-0.022,-0.03,0,-0.0343796
-0.022,-0.028,0,-0.0354358
-0.022,-0.026,0,-0.0370275
-0.022,-0.024,0,-0.0391826
-0.022,-0.022,0,-0.0419337
-0.022,-0.02,0,-0.0453173
-0.022,-0.018,0,-0.0493736
-0.022,-0.016,0,-0.0541464
-0.022,-0.014,0,-0.0596817
-0.022,-0.012,0,-0.0660278
-0.022,-0.01,0,-0.0732343
-0.022,-0.008,0,-0.0813512
-0.022,-0.006,0,-0.0904278
-0.022,-0.004,0,-0.100511
-0.022,-0.002,0,-0.111644
-0.022,0,0,-0.123865
-0.022,0.002,0,-0.137201
-0.022,0.004,0,-0.15167
-0.022,0.006,0,-0.167274
-0.022,0.008,0,-0.183993
-0.022,0.01,0,-0.201783
-0.022,0.012,0,-0.220566
-0.022,0.014,0,-0.240226
-0.022,0.016,0,-0.260597
-0.022,0.018,0,-0.281452
-0.022,0.02,0,-0.302496
-0.022,0.022,0,-0.323349
-0.022,0.024,0,-0.343539
-0.022,0.026,0,-0.362487
-0.022,0.028,0,-0.379507
-0.022,0.03,0,-0.3938
-0.022,0.032,0,-0.404474
-0.022,0.034,0,-0.410569
-0.022,0.036,0,-0.411106
-0.022,0.038,0,-0.40517
-0.022,0.04,0,-0.391999
-0.022,0.042,0,-0.371104
-0.022,0.044,0,-0.342367
-0.022,0.046,0,-0.306139
-0.022,0.048,0,-0.263205
-0.022,0.05,0,-0.214926
-0.02,-0.05,0,0
-0.02,-0.048,0,-0.0587666
-0.02,-0.046,0,-0.0384725
-0.02,-0.044,0,-0.0401144
-0.02,-0.042,0,-0.0365649
-0.02,-0.04,0,-0.0350555
-0.02,-0.038,0,-0.0336184
-0.02,-0.036,0,-0.0327632
-0.02,-0.034,0,-0.0323454
-0.02,-0.032,0,-0.032405
-0.02,-0.03,0,-0.0329409
-0.02,-0.028,0,-0.033971
-0.02,-0.026,0,-0.035515
-0.02,-0.024,0,-0.0375986
-0.02,-0.022,0,-0.0402517
-0.02,-0.02,0,-0.0435081
-0.02,-0.018,0,-0.0474055
-0.02,-0.016,0,-0.0519842
-0.02,-0.014,0,-0.0572873
-0.02,-0.012,0,-0.0633592
-0.02,-0.01,0,-0.0702454
-0.02,-0.008,0,-0.0779911
-0.02,-0.006,0,-0.08664
-0.02,-0.004,0,-0.0962326
-0.02,-0.002,0,-0.106805
-0.02,0,0,-0.118385
-0.02,0.002,0,-0.130991
-0.02,0.004,0,-0.144628
-0.02,0.006,0,-0.159283
-0.02,0.008,0,-0.174922
-0.02,0.01,0,-0.191483
-0.02,0.012,0,-0.20887
-0.02,0.014,0,-0.226946
-0.02,0.016,0,-0.245527
-0.02,0.018,0,-0.264372
-0.02,0.02,0,-0.283174
-0.02,0.022,0,-0.301555
-0.02,0.024,0,-0.319055
-0.02,0.026,0,-0.335135
-0.02,0.028,0,-0.349172
-0.02,0.03,0,-0.360472
-0.02,0.032,0,-0.368288
-0.02,0.034,0,-0.371854
-0.02,0.036,0,-0.370431
-0.02,0.038,0,-0.363372
-0.02,0.04,0,-0.350194
-0.02,0.042,0,-0.330657
-0.02,0.044,0,-0.304821
-0.02,0.046,0,-0.273097
-0.02,0.048,0,-0.236203
-0.02,0.05,0,-0.195239
-0.018,-0.05,0,0
-0.018,-0.048,0,-0.0554575
-0.018,-0.046,0,-0.0362831
-0.018,-0.044,0,-0.0378197
-0.018,-0.042,0,-0.0344605
-0.018,-0.04,0,-0.033032
-0.018,-0.038,0,-0.0316771
-0.018,-0.036,0,-0.0308768
-0.018,-0.034,0,-0.0304942
-0.018,-0.032,0,-0.030567
-0.018,-0.03,0,-0.0310935
-0.018,-0.028,0,-0.03209
-0.018,-0.026,0,-0.0335748
-0.018,-0.024,0,-0.0355715
-0.018,-0.022,0,-0.0381079
-0.018,-0.02,0,-0.0412158
-0.018,-0.018,0,-0.0449301
-0.018,-0.016,0,-0.0492887
-0.018,-0.014,0,-0.0543314
-0.018,-0.012,0,-0.0600995
-0.018,-0.01,0,-0.0666348
-0.018,-0.008,0,-0.0739782
-0.018,-0.006,0,-0.0821685
-0.018,-0.004,0,-0.0912409
-0.018,-0.002,0,-0.101224
-0.018,0,0,-0.11214
-0.018,0.002,0,-0.123997
-0.018,0.004,0,-0.136791
-0.018,0.006,0,-0.150498
-0.018,0.008,0,-0.165072
-0.018,0.01,0,-0.180436
-0.018,0.012,0,-0.196483
-0.018,0.014,0,-0.213063
-0.018,0.016,0,-0.229981
-0.018,0.018,0,-0.246988
-0.018,0.02,0,-0.263779
-0.018,0.022,0,-0.279984
-0.018,0.024,0,-0.295169
-0.018,0.026,0,-0.308836
-0.018,0.028,0,-0.320433
-0.018,0.03,0,-0.329361
-0.018,0.032,0,-0.335004
-0.018,0.034,0,-0.336756
-0.018,0.036,0,-0.334067
-0.018,0.038,0,-0.326494
-0.018,0.04,0,-0.31375
-0.018,0.042,0,-0.295764
-0.018,0.044,0,-0.272704
-0.018,0.046,0,-0.245006
-0.018,0.048,0,-0.213313
-0.018,0.05,0,-0.178536
-0.016,-0.05,0,0
-0.016,-0.048,0,-0.0513874
-0.016,-0.046,0,-0.0336042
-0.016,-0.044,0,-0.0350198
-0.016,-0.042,0,-0.0319017
-0.016,-0.04,0,-0.0305777
-0.016,-0.038,0,-0.029327
-0.016,-0.036,0,-0.0285956
-0.016,-0.034,0,-0.0282571
-0.016,-0.032,0,-0.0283462
-0.016,-0.03,0,-0.0288617
-0.016,-0.028,0,-0.0298187
-0.016,-0.026,0,-0.0312342
-0.016,-0.024,0,-0.0331306
-0.016,-0.022,0,-0.0355339
-0.016,-0.02,0,-0.0384738
-0.016,-0.018,0,-0.0419832
-0.016,-0.016,0,-0.0460976
-0.016,-0.014,0,-0.0508543
-0.016,-0.012,0,-0.0562916
-0.016,-0.01,0,-0.0624481
-0.016,-0.008,0,-0.069361
-0.016,-0.006,0,-0.0770652
-0.016,-0.004,0,-0.0855909
-0.016,-0.002,0,-0.0949621
-0.016,0,0,-0.105194
-0.016,0.002,0,-0.116288
-0.016,0.004,0,-0.128233
-0.016,0.006,0,-0.140996
-0.016,0.008,0,-0.154522
-0.016,0.01,0,-0.168727
-0.016,0.012,0,-0.183493
-0.016,0.014,0,-0.198665
-0.016,0.016,0,-0.214042
-0.016,0.018,0,-0.229376
-0.016,0.02,0,-0.244368
-0.016,0.022,0,-0.258666
-0.016,0.024,0,-0.271864
-0.016,0.026,0,-0.283511
-0.016,0.028,0,-0.29312
-0.016,0.03,0,-0.300182
-0.016,0.032,0,-0.30419
-0.016,0.034,0,-0.304673
-0.016,0.036,0,-0.301229
-0.016,0.038,0,-0.293565
-0.016,0.04,0,-0.28154
-0.016,0.042,0,-0.265194
-0.016,0.044,0,-0.244762
-0.016,0.046,0,-0.220679
-0.016,0.048,0,-0.193527
-0.016,0.05,0,-0.164063
-0.014,-0.05,0,0
-0.014,-0.048,0,-0.0466115
-0.014,-0.046,0,-0.0304699
-0.014,-0.044,0,-0.0317492
-0.014,-0.042,0,-0.0289194
-0.014,-0.04,0,-0.0277217
-0.014,-0.038,0,-0.0265958
-0.014,-0.036,0,-0.0259469
-0.014,-0.034,0,-0.0256609
-0.014,-0.032,0,-0.0257698
-0.014,-0.03,0,-0.0262733
-0.014,-0.028,0,-0.0271857
-0.014,-0.026,0,-0.0285234
-0.014,-0.024,0,-0.0303075
-0.014,-0.022,0,-0.0325625
-0.014,-0.02,0,-0.0353168
-0.014,-0.018,0,-0.0386013
-0.014,-0.016,0,-0.0424495
-0.014,-0.014,0,-0.0468964
-0.014,-0.012,0,-0.0519779
-0.014,-0.01,0,-0.0577298
-0.014,-0.008,0,-0.0641864
-0.014,-0.006,0,-0.071379
-0.014,-0.004,0,-0.0793342
-0.014,-0.002,0,-0.0880716
-0.014,0,0,-0.0976015
-0.014,0.002,0,-0.107921
-0.014,0.004,0,-0.119013
-0.014,0.006,0,-0.130839
-0.014,0.008,0,-0.143337
-0.014,0.01,0,-0.156419
-0.014,0.012,0,-0.169963
-0.014,0.014,0,-0.183809
-0.014,0.016,0,-0.197759
-0.014,0.018,0,-0.211569
-0.014,0.02,0,-0.224953
-0.014,0.022,0,-0.237578
-0.014,0.024,0,-0.249072
-0.014,0.026,0,-0.259029
-0.014,0.028,0,-0.267022
-0.014,0.03,0,-0.272622
-0.014,0.032,0,-0.275418
-0.014,0.034,0,-0.275046
-0.014,0.036,0,-0.271219
-0.014,0.038,0,-0.263763
-0.014,0.04,0,-0.252637
-0.014,0.042,0,-0.237957
-0.014,0.044,0,-0.22
-0.014,0.046,0,-0.199191
-0.014,0.048,0,-0.176052
-0.014,0.05,0,-0.151221
-0.012,-0.05,0,0
-0.012,-0.048,0,-0.0411944
-0.012,-0.046,0,-0.0269211
-0.012,-0.044,0,-0.0280499
-0.012,-0.042,0,-0.0255507
-0.012,-0.04,0,-0.0244989
-0.012,-0.038,0,-0.0235165
-0.012,-0.036,0,-0.0229624
-0.012,-0.034,0,-0.0227367
-0.012,-0.032,0,-0.0228689
-0.012,-0.03,0,-0.0233597
-0.012,-0.028,0,-0.0242231
-0.012,-0.026,0,-0.0254751
-0.012,-0.024,0,-0.0271358
-0.012,-0.022,0,-0.0292288
-0.012,-0.02,0,-0.0317811
-0.012,-0.018,0,-0.0348221
-0.012,-0.016,0,-0.0383835
-0.012,-0.014,0,-0.0424984
-0.012,-0.012,0,-0.0472007
-0.012,-0.01,0,-0.0525238
-0.012,-0.008,0,-0.0584996
-0.012,-0.006,0,-0.0651567
-0.012,-0.004,0,-0.0725188
-0.012,-0.002,0,-0.0806024
-0.012,0,0,-0.0894141
-0.012,0.002,0,-0.0989482
-0.012,0.004,0,-0.109183
-0.012,0.006,0,-0.120077
-0.012,0.008,0,-0.131566
-0.012,0.01,0,-0.143558
-0.012,0.012,0,-0.15593
-0.012,0.014,0,-0.168526
-0.012,0.016,0,-0.181149
-0.012,0.018,0,-0.193567
-0.012,0.02,0,-0.205508
-0.012,0.022,0,-0.216661
-0.012,0.024,0,-0.226688
-0.012,0.026,0,-0.235227
-0.012,0.028,0,-0.241906
-0.012,0.03,0,-0.246367
-0.012,0.032,0,-0.248276
-0.012,0.034,0,-0.24736
-0.012,0.036,0,-0.243425
-0.012,0.038,0,-0.236382
-0.012,0.04,0,-0.226266
-0.012,0.042,0,-0.213246
-0.012,0.044,0,-0.19762
-0.012,0.046,0,-0.179799
-0.012,0.048,0,-0.160253
-0.012,0.05,0,-0.139525
-0.01,-0.05,0,0
-0.01,-0.048,0,-0.0352097
-0.01,-0.046,0,-0.0230045
-0.01,-0.044,0,-0.0239697
-0.01,-0.042,0,-0.0218383
-0.01,-0.04,0,-0.0209497
-0.01,-0.038,0,-0.0201271
-0.01,-0.036,0,-0.0196785
-0.01,-0.034,0,-0.0195199
-0.01,-0.032,0,-0.0196781
-0.01,-0.03,0,-0.0201553
-0.01,-0.028,0,-0.0209655
-0.01,-0.026,0,-0.0221244
-0.01,-0.024,0,-0.0236515
-0.01,-0.022,0,-0.0255697
-0.01,-0.02,0,-0.0279048
-0.01,-0.018,0,-0.0306848
-0.01,-0.016,0,-0.03394
-0.01,-0.014,0,-0.037702
-0.01,-0.012,0,-0.0420029
-0.01,-0.01,0,-0.0468741
-0.01,-0.008,0,-0.0523456
-0.01,-0.006,0,-0.0584441
-0.01,-0.004,0,-0.0651909
-0.01,-0.002,0,-0.0726005
-0.01,0,0,-0.0806774
-0.01,0.002,0,-0.0894137
-0.01,0.004,0,-0.0987858
-0.01,0.006,0,-0.108751
-0.01,0.008,0,-0.119244
-0.01,0.01,0,-0.130173
-0.01,0.012,0,-0.141418
-0.01,0.014,0,-0.152825
-0.01,0.016,0,-0.164208
-0.01,0.018,0,-0.175344
-0.01,0.02,0,-0.185979
-0.01,0.022,0,-0.195827
-0.01,0.024,0,-0.204581
-0.01,0.026,0,-0.211922
-0.01,0.028,0,-0.217528
-0.01,0.03,0,-0.2211
-0.01,0.032,0,-0.222375
-0.01,0.034,0,-0.221149
-0.01,0.036,0,-0.217303
-0.01,0.038,0,-0.210814
-0.01,0.04,0,-0.201775
-0.01,0.042,0,-0.190389
-0.01,0.044,0,-0.176966
-0.01,0.046,0,-0.161897
-0.01,0.048,0,-0.145611
-0.01,0.05,0,-0.12857
-0.008,-0.05,0,0
-0.008,-0.048,0,-0.0287379
-0.008,-0.046,0,-0.0187719
-0.008,-0.044,0,-0.0195621
-0.008,-0.042,0,-0.01783
-0.008,-0.04,0,-0.017119
-0.008,-0.038,0,-0.0164698
-0.008,-0.036,0,-0.0161356
-0.008,-0.034,0,-0.0160496
-0.008,-0.032,0,-0.0162356
-0.008,-0.03,0,-0.016698
-0.008,-0.028,0,-0.0174507
-0.008,-0.026,0,-0.0185094
-0.008,-0.024,0,-0.0198933
-0.008,-0.022,0,-0.0216245
-0.008,-0.02,0,-0.0237278
-0.008,-0.018,0,-0.0262304
-0.008,-0.016,0,-0.0291612
-0.008,-0.014,0,-0.0325502
-0.008,-0.012,0,-0.0364282
-0.008,-0.01,0,-0.0408252
-0.008,-0.008,0,-0.0457695
-0.008,-0.006,0,-0.0512863
-0.008,-0.004,0,-0.0573956
-0.008,-0.002,0,-0.0641105
-0.008,0,0,-0.0714344
-0.008,0.002,0,-0.0793585
-0.008,0.004,0,-0.087859
-0.008,0.006,0,-0.0968935
-0.008,0.008,0,-0.106398
-0.008,0.01,0,-0.116283
-0.008,0.012,0,-0.126433
-0.008,0.014,0,-0.136702
-0.008,0.016,0,-0.146911
-0.008,0.018,0,-0.156853
-0.008,0.02,0,-0.166293
-0.008,0.022,0,-0.174969
-0.008,0.024,0,-0.182605
-0.008,0.026,0,-0.18892
-0.008,0.028,0,-0.193641
-0.008,0.03,0,-0.196518
-0.008,0.032,0,-0.197346
-0.008,0.034,0,-0.195984
-0.008,0.036,0,-0.192368
-0.008,0.038,0,-0.18653
-0.008,0.04,0,-0.178603
-0.008,0.042,0,-0.168817
-0.008,0.044,0,-0.157485
-0.008,0.046,0,-0.14498
-0.008,0.048,0,-0.131692
-0.008,0.05,0,-0.118014
-0.006,-0.05,0,0
-0.006,-0.048,0,-0.0218661
-0.006,-0.046,0,-0.0142796
-0.006,-0.044,0,-0.0148852
-0.006,-0.042,0,-0.0135779
-0.006,-0.04,0,-0.0130559
-0.006,-0.038,0,-0.0125909
-0.006,-0.036,0,-0.0123778
-0.006,-0.034,0,-0.0123681
-0.006,-0.032,0,-0.0125829
-0.006,-0.03,0,-0.0130286
-0.006,-0.028,0,-0.0137192
-0.006,-0.026,0,-0.0146707
-0.006,-0.024,0,-0.0159021
-0.006,-0.022,0,-0.0174348
-0.006,-0.02,0,-0.0192928
-0.006,-0.018,0,-0.0215023
-0.006,-0.016,0,-0.0240911
-0.006,-0.014,0,-0.027088
-0.006,-0.012,0,-0.0305224
-0.006,-0.01,0,-0.0344233
-0.006,-0.008,0,-0.0388176
-0.006,-0.006,0,-0.0437295
-0.006,-0.004,0,-0.0491782
-0.006,-0.002,0,-0.0551761
-0.006,0,0,-0.0617265
-0.006,0.002,0,-0.0688211
-0.006,0.004,0,-0.0764366
-0.006,0.006,0,-0.0845328
-0.006,0.008,0,-0.0930484
-0.006,0.01,0,-0.101899
-0.006,0.012,0,-0.110975
-0.006,0.014,0,-0.120138
-0.006,0.016,0,-0.129222
-0.006,0.018,0,-0.138036
-0.006,0.02,0,-0.146363
-0.006,0.022,0,-0.153967
-0.006,0.024,0,-0.160603
-0.006,0.026,0,-0.166023
-0.006,0.028,0,-0.169998
-0.006,0.03,0,-0.172323
-0.006,0.032,0,-0.172844
-0.006,0.034,0,-0.171469
-0.006,0.036,0,-0.168183
-0.006,0.038,0,-0.163059
-0.006,0.04,0,-0.156262
-0.006,0.042,0,-0.14804
-0.006,0.044,0,-0.138705
-0.006,0.046,0,-0.128615
-0.006,0.048,0,-0.118121
-0.006,0.05,0,-0.107562
-0.004,-0.05,0,0
-0.004,-0.048,0,-0.0146866
-0.004,-0.046,0,-0.00958752
-0.004,-0.044,0,-0.0100009
-0.004,-0.042,0,-0.00913774
-0.004,-0.04,0,-0.00881296
-0.004,-0.038,0,-0.00853985
-0.004,-0.036,0,-0.00845219
-0.004,-0.034,0,-0.00852098
-0.004,-0.032,0,-0.0087642
-0.004,-0.03,0,-0.00919053
-0.004,-0.028,0,-0.0098144
-0.004,-0.026,0,-0.0106519
-0.004,-0.024,0,-0.0117217
-0.004,-0.022,0,-0.0130449
-0.004,-0.02,0,-0.0146447
-0.004,-0.018,0,-0.0165462
-0.004,-0.016,0,-0.0187763
-0.004,-0.014,0,-0.0213626
-0.004,-0.012,0,-0.0243334
-0.004,-0.01,0,-0.0277165
-0.004,-0.008,0,-0.031538
-0.004,-0.006,0,-0.0358213
-0.004,-0.004,0,-0.0405852
-0.004,-0.002,0,-0.0458421
-0.004,0,0,-0.0515959
-0.004,0.002,0,-0.0578392
-0.004,0.004,0,-0.0645512
-0.004,0.006,0,-0.0716944
-0.004,0.008,0,-0.0792122
-0.004,0.01,0,-0.0870261
-0.004,0.012,0,-0.0950339
-0.004,0.014,0,-0.103109
-0.004,0.016,0,-0.111098
-0.004,0.018,0,-0.118825
-0.004,0.02,0,-0.126095
-0.004,0.022,0,-0.132696
-0.004,0.024,0,-0.138412
-0.004,0.026,0,-0.14303
-0.004,0.028,0,-0.146357
-0.004,0.03,0,-0.148231
-0.004,0.032,0,-0.148541
-0.004,0.034,0,-0.147238
-0.004,0.036,0,-0.144346
-0.004,0.038,0,-0.139975
-0.004,0.04,0,-0.134313
-0.004,0.042,0,-0.127621
-0.004,0.044,0,-0.120211
-0.004,0.046,0,-0.112421
-0.004,0.048,0,-0.104571
-0.004,0.05,0,-0.0969497
-0.002,-0.05,0,0
-0.002,-0.048,0,-0.00729612
-0.002,-0.046,0,-0.00475858
-0.002,-0.044,0,-0.00497434
-0.002,-0.042,0,-0.0045681
-0.002,-0.04,0,-0.00444567
-0.002,-0.038,0,-0.00436889
-0.002,-0.036,0,-0.00440883
-0.002,-0.034,0,-0.00455637
-0.002,-0.032,0,-0.00482646
-0.002,-0.03,0,-0.00523014
-0.002,-0.028,0,-0.0057821
-0.002,-0.026,0,-0.00649868
-0.002,-0.024,0,-0.00739837
-0.002,-0.022,0,-0.0085017
-0.002,-0.02,0,-0.0098311
-0.002,-0.018,0,-0.0114108
-0.002,-0.016,0,-0.0132663
-0.002,-0.014,0,-0.0154244
-0.002,-0.012,0,-0.0179121
-0.002,-0.01,0,-0.0207561
-0.002,-0.008,0,-0.0239819
-0.002,-0.006,0,-0.0276122
-0.002,-0.004,0,-0.0316658
-0.002,-0.002,0,-0.0361555
-0.002,0,0,-0.0410862
-0.002,0.002,0,-0.0464524
-0.002,0.004,0,-0.0522362
