"u:0","u:1","u:2","p","node_groups"
-0.16098,-0.058017,0,0.022169,0
-0.16816,-0.062654,0,0.02295,0
-0.17502,-0.067292,0,0.023747,0
-0.18145,-0.071888,0,0.024545,0
-0.1873,-0.076392,0,0.025329,0
-0.19241,-0.080747,0,0.026087,0
-0.1966,-0.08489,0,0.02681,0
-0.19966,-0.088751,0,0.027489,0
-0.20132,-0.092254,0,0.028125,0
-0.20132,-0.095316,0,0.028719,0
-0.19933,-0.097851,0,0.029282,0
-0.19501,-0.099769,0,0.02983,0
-0.18797,-0.10098,0,0.030387,0
-0.17781,-0.10139,0,0.030985,0
-0.16406,-0.10092,0,0.031657,0
-0.14625,-0.09949,0,0.032442,0
-0.1239,-0.097044,0,0.033373,0
-0.096482,-0.093541,0,0.034476,0
-0.063493,-0.088967,0,0.035758,0
-0.024435,-0.083342,0,0.037201,0
0.021162,-0.076724,0,0.038748,0
0.07372,-0.069216,0,0.040298,0
0.13359,-0.060969,0,0.041692,0
0.20103,-0.052182,0,0.042715,0
0.27618,-0.043106,0,0.043092,0
0.35906,-0.034034,0,0.0425,0
0.44953,-0.0253,0,0.040591,0
0.54728,-0.017267,0,0.037013,0
0.65187,-0.010322,0,0.03145,0
0.76268,-0.0048594,0,0.023667,0
0.879,-0.0012836,0,0.01354,0
1,0,0,0.0011185,0
0,0,0,0,0
-0.011089,-0.0028947,0,0.04182,0
-0.021367,-0.0030964,0,0.027325,0
-0.030981,-0.0046774,0,0.028441,0
-0.040055,-0.0064676,0,0.025845,0
-0.048696,-0.0087174,0,0.024672,0
-0.056997,-0.011309,0,0.023508,0
-0.065036,-0.014235,0,0.022699,0
-0.072882,-0.017465,0,0.022124,0
-0.080593,-0.020983,0,0.021789,0
-0.088214,-0.024772,0,0.021672,0
-0.095785,-0.028819,0,0.02176,0
-0.10334,-0.033112,0,0.02204,0
-0.11088,-0.037638,0,0.0225,0
-0.11844,-0.042384,0,0.02313,0
-0.126,-0.047336,0,0.023919,0
-0.13355,-0.052475,0,0.024858,0
-0.14108,-0.057781,0,0.025935,0
-0.14853,-0.063229,0,0.027141,0
-0.15587,-0.068788,0,0.028463,0
-0.16301,-0.074423,0,0.029892,0
-0.16987,-0.080092,0,0.031415,0
-0.17635,-0.085745,0,0.033021,0
-0.18232,-0.091324,0,0.0347,0
-0.18761,-0.096765,0,0.03644,0
-0.19205,-0.10199,0,0.038235,0
-0.19544,-0.10693,0,0.040078,0
-0.19752,-0.11147,0,0.041966,0
-0.19803,-0.11552,0,0.0439,0
-0.19666,-0.11898,0,0.045885,0
-0.19305,-0.12172,0,0.04793,0
-0.18684,-0.12363,0,0.05005,0
-0.1776,-0.12458,0,0.052261,0
-0.16488,-0.12447,0,0.054581,0
-0.14819,-0.12318,0,0.057026,0
-0.127,-0.12062,0,0.059603,0
-0.1008,-0.11673,0,0.062307,0
-0.069038,-0.11146,0,0.06511,0
-0.031169,-0.10482,0,0.067952,0
0.01332,-0.096859,0,0.07073,0
0.064904,-0.087691,0,0.073291,0
0.12399,-0.077495,0,0.075421,0
0.19091,-0.066518,0,0.076847,0
0.26585,-0.055081,0,0.077235,0
0.34889,-0.043567,0,0.076209,0
0.43992,-0.032423,0,0.073371,0
0.53868,-0.022136,0,0.068335,0
0.64472,-0.013224,0,0.06077,0
0.75746,-0.0062159,0,0.050447,0
0.87616,-0.0016376,0,0.03728,0
1,0,0,0.021386,0
0,0,0,0,0
-0.010429,-0.0032723,0,0.047268,0
-0.020135,-0.0035012,0,0.030888,0
-0.029246,-0.0052893,0,0.032158,0
-0.037873,-0.0073145,0,0.029238,0
-0.046112,-0.0098603,0,0.027932,0
-0.054045,-0.012795,0,0.026643,0
-0.061745,-0.016111,0,0.025762,0
-0.069273,-0.019776,0,0.025155,0
-0.076683,-0.023772,0,0.024834,0
-0.084018,-0.028083,0,0.024773,0
-0.091315,-0.032696,0,0.024963,0
-0.098603,-0.037599,0,0.025392,0
-0.1059,-0.04278,0,0.02605,0
-0.11322,-0.048226,0,0.026931,0
-0.12056,-0.053922,0,0.028027,0
-0.12792,-0.059852,0,0.029332,0
-0.13526,-0.065994,0,0.030839,0
-0.14257,-0.072322,0,0.032543,0
-0.14979,-0.078806,0,0.034437,0
-0.15685,-0.085407,0,0.036514,0
-0.16369,-0.09208,0,0.038769,0
-0.1702,-0.098772,0,0.041193,0
-0.17625,-0.10542,0,0.043781,0
-0.18171,-0.11195,0,0.046528,0
-0.18641,-0.11828,0,0.049427,0
-0.19014,-0.12431,0,0.052475,0
-0.19267,-0.12994,0,0.055671,0
-0.19375,-0.13505,0,0.059014,0
-0.19306,-0.13951,0,0.062506,0
-0.19028,-0.14318,0,0.066152,0
-0.18502,-0.14591,0,0.069958,0
-0.17687,-0.14755,0,0.073928,0
-0.16537,-0.14795,0,0.078064,0
-0.15001,-0.14697,0,0.082361,0
-0.13027,-0.14448,0,0.086801,0
-0.10558,-0.14037,0,0.091347,0
-0.07536,-0.13458,0,0.095933,0
-0.039019,-0.12707,0,0.10045,0
0.0040205,-0.11788,0,0.10475,0
0.054305,-0.10714,0,0.10862,0
0.11232,-0.095029,0,0.11177,0
0.17848,-0.081846,0,0.11387,0
0.25306,-0.067978,0,0.11449,0
0.3362,-0.053907,0,0.11321,0
0.42787,-0.040197,0,0.10954,0
0.52785,-0.027479,0,0.10306,0
0.63572,-0.016425,0,0.0934,0
0.75088,-0.0077181,0,0.080346,0
0.87259,-0.002031,0,0.063845,0
1,0,0,0.044099,0
0,0,0,0,0
-0.0096937,-0.0036034,0,0.052053,0
-0.01876,-0.0038554,0,0.034024,0
-0.027311,-0.0058239,0,0.035433,0
-0.035439,-0.0080538,0,0.032232,0
-0.043228,-0.010858,0,0.030812,0
-0.050749,-0.014094,0,0.029416,0
-0.058065,-0.017753,0,0.028477,0
-0.065233,-0.021803,0,0.027848,0
-0.072299,-0.026225,0,0.027543,0
-0.079305,-0.031003,0,0.02754,0
-0.086285,-0.036124,0,0.027829,0
-0.093267,-0.041578,0,0.028401,0
-0.10027,-0.047354,0,0.029251,0
-0.10731,-0.053439,0,0.030374,0
-0.11439,-0.059821,0,0.031767,0
-0.12149,-0.066483,0,0.033427,0
-0.12862,-0.073404,0,0.035354,0
-0.13573,-0.080559,0,0.037547,0
-0.14278,-0.087918,0,0.040004,0
-0.14973,-0.09544,0,0.042724,0
-0.1565,-0.10308,0,0.045707,0
-0.163,-0.11078,0,0.048953,0
-0.16912,-0.11848,0,0.05246,0
-0.17472,-0.12609,0,0.056227,0
-0.17965,-0.13353,0,0.060256,0
-0.18372,-0.14069,0,0.064547,0
-0.18672,-0.14745,0,0.069101,0
-0.18839,-0.15368,0,0.073919,0
-0.18845,-0.15923,0,0.079004,0
-0.18657,-0.16393,0,0.084358,0
-0.18237,-0.16762,0,0.089979,0
-0.17545,-0.1701,0,0.095866,0
-0.16535,-0.1712,0,0.102,0
-0.15155,-0.17074,0,0.10837,0
-0.1335,-0.16852,0,0.11493,0
-0.11062,-0.16442,0,0.1216,0
-0.082276,-0.15831,0,0.12828,0
-0.047823,-0.15013,0,0.13483,0
-0.0066085,-0.1399,0,0.14101,0
0.042003,-0.12771,0,0.14656,0
0.098603,-0.11376,0,0.15111,0
0.1637,-0.098374,0,0.15423,0
0.23771,-0.082013,0,0.1554,0
0.32085,-0.065255,0,0.1541,0
0.4132,-0.048797,0,0.14975,0
0.5146,-0.033433,0,0.14186,0
0.62466,-0.020013,0,0.13001,0
0.74279,-0.0094103,0,0.11398,0
0.8682,-0.0024759,0,0.093765,0
1,0,0,0.06967,0
0,0,0,0,0
-0.0088932,-0.0038828,0,0.056105,0
-0.017265,-0.0041525,0,0.036686,0
-0.025205,-0.0062712,0,0.038219,0
-0.03279,-0.0086717,0,0.034785,0
-0.040086,-0.011693,0,0.033273,0
-0.047154,-0.015181,0,0.03179,0
-0.054048,-0.019131,0,0.030804,0
-0.060816,-0.023508,0,0.03016,0
-0.067499,-0.028295,0,0.029876,0
-0.074136,-0.033476,0,0.029928,0
-0.080758,-0.039041,0,0.030311,0
-0.087392,-0.044978,0,0.031019,0
-0.094059,-0.05128,0,0.032049,0
-0.10077,-0.057935,0,0.033401,0
-0.10754,-0.064931,0,0.035075,0
-0.11435,-0.072255,0,0.037076,0
-0.1212,-0.079886,0,0.039406,0
-0.12807,-0.087801,0,0.04207,0
-0.13491,-0.09597,0,0.045075,0
-0.14169,-0.10435,0,0.048425,0
-0.14835,-0.11291,0,0.052126,0
-0.15479,-0.12158,0,0.056186,0
-0.16093,-0.13029,0,0.060611,0
-0.16663,-0.13896,0,0.065407,0
-0.17177,-0.1475,0,0.070582,0
-0.17617,-0.1558,0,0.076143,0
-0.17962,-0.16372,0,0.082097,0
-0.18189,-0.17112,0,0.088451,0
-0.18272,-0.17784,0,0.095209,0
-0.18179,-0.1837,0,0.10237,0
-0.17874,-0.18848,0,0.10995,0
-0.17316,-0.19199,0,0.11791,0
-0.1646,-0.19399,0,0.12626,0
-0.15256,-0.19426,0,0.13494,0
-0.13645,-0.19259,0,0.14389,0
-0.11567,-0.18876,0,0.15302,0
-0.089546,-0.18261,0,0.16217,0
-0.057362,-0.17403,0,0.17115,0
-0.018385,-0.16298,0,0.17967,0
0.028127,-0.14952,0,0.18738,0
0.082893,-0.13386,0,0.19381,0
0.14657,-0.11632,0,0.19841,0
0.2197,-0.097427,0,0.20056,0
0.30268,-0.077849,0,0.19958,0
0.39569,-0.058435,0,0.19478,0
0.49868,-0.040161,0,0.18555,0
0.61131,-0.024098,0,0.17141,0
0.73299,-0.011349,0,0.15211,0
0.86288,-0.002988,0,0.12769,0
1,0,0,0.098601,0
0,0,0,0,0
-0.0080407,-0.0041058,0,0.059362,0
-0.015673,-0.0043871,0,0.038839,0
-0.022962,-0.0066224,0,0.040477,0
-0.029966,-0.0091551,0,0.036862,0
-0.036734,-0.012346,0,0.03528,0
-0.043316,-0.016034,0,0.033731,0
-0.049752,-0.020216,0,0.032712,0
-0.056085,-0.024857,0,0.032059,0
-0.062349,-0.029941,0,0.031795,0
-0.06858,-0.035455,0,0.0319,0
-0.074805,-0.041388,0,0.032369,0
-0.081051,-0.047732,0,0.0332,0
-0.087338,-0.05448,0,0.034394,0
-0.093681,-0.061624,0,0.035956,0
-0.10009,-0.069154,0,0.037892,0
-0.10656,-0.077056,0,0.04021,0
-0.11309,-0.085316,0,0.04292,0
-0.11966,-0.09391,0,0.046032,0
-0.12624,-0.10281,0,0.049561,0
-0.1328,-0.11198,0,0.053517,0
-0.13928,-0.12138,0,0.057917,0
-0.14562,-0.13095,0,0.062775,0
-0.15172,-0.14062,0,0.068106,0
-0.15748,-0.15032,0,0.073926,0
-0.16278,-0.15994,0,0.080251,0
-0.16746,-0.16936,0,0.087098,0
-0.17133,-0.17847,0,0.094483,0
-0.17419,-0.18709,0,0.10242,0
-0.17578,-0.19505,0,0.11092,0
-0.17582,-0.20215,0,0.12,0
-0.17395,-0.20818,0,0.12965,0
-0.1698,-0.21288,0,0.13986,0
-0.16291,-0.21601,0,0.15062,0
-0.15279,-0.21728,0,0.16187,0
-0.13884,-0.21643,0,0.17353,0
-0.12044,-0.2132,0,0.18548,0
-0.096865,-0.20734,0,0.19754,0
-0.067347,-0.19869,0,0.20945,0
-0.031055,-0.18714,0,0.22086,0
0.012875,-0.1727,0,0.23131,0
0.065312,-0.15551,0,0.24024,0
0.12709,-0.13593,0,0.24695,0
0.19896,-0.11449,0,0.25064,0
0.28149,-0.091968,0,0.25047,0
0.37508,-0.069366,0,0.24556,0
0.47978,-0.047873,0,0.23514,0
0.59537,-0.028823,0,0.21861,0
0.72123,-0.013607,0,0.19568,0
0.85649,-0.003588,0,0.16644,0
1,0,0,0.13151,0
0,0,0,0,0
-0.0071504,-0.0042688,0,0.061779,0
-0.01401,-0.0045544,0,0.040453,0
-0.020619,-0.0068694,0,0.042179,0
-0.027013,-0.0094928,0,0.038438,0
-0.033226,-0.012801,0,0.03681,0
-0.039291,-0.016632,0,0.035215,0
-0.045241,-0.020981,0,0.034173,0
-0.051108,-0.025817,0,0.033517,0
-0.056922,-0.031125,0,0.033272,0
-0.062713,-0.036894,0,0.033421,0
-0.068506,-0.043114,0,0.033964,0
-0.074326,-0.04978,0,0.034902,0
-0.080194,-0.056886,0,0.036241,0
-0.086125,-0.064428,0,0.037989,0
-0.092129,-0.072397,0,0.04016,0
-0.098212,-0.080784,0,0.042766,0
-0.10437,-0.089575,0,0.045825,0
-0.11059,-0.098752,0,0.049353,0
-0.11686,-0.10829,0,0.053373,0
-0.12314,-0.11816,0,0.057904,0
-0.12939,-0.12831,0,0.062971,0
-0.13555,-0.1387,0,0.068597,0
-0.14155,-0.14926,0,0.074809,0
-0.1473,-0.15991,0,0.081633,0
-0.1527,-0.17056,0,0.089098,0
-0.1576,-0.18109,0,0.097231,0
-0.16184,-0.19136,0,0.10606,0
-0.16524,-0.20122,0,0.11561,0
-0.16756,-0.21048,0,0.12592,0
-0.16854,-0.21892,0,0.13698,0
-0.16787,-0.22632,0,0.14883,0
-0.16518,-0.23239,0,0.16145,0
-0.16003,-0.23686,0,0.17483,0
-0.15194,-0.23941,0,0.18892,0
-0.14034,-0.23971,0,0.20363,0
-0.12456,-0.23744,0,0.21881,0
-0.10386,-0.23228,0,0.23426,0
-0.077408,-0.22397,0,0.24967,0
-0.044276,-0.21233,0,0.26462,0
-0.003468,-0.19726,0,0.27855,0
0.046063,-0.17886,0,0.29076,0
0.10537,-0.15742,0,0.30038,0
0.17544,-0.13349,0,0.30641,0
0.25713,-0.10794,0,0.30773,0
0.35107,-0.081904,0,0.30323,0
0.45754,-0.056831,0,0.29188,0
0.57644,-0.03437,0,0.2729,0
0.70719,-0.016283,0,0.24592,0
0.84882,-0.0043035,0,0.21107,0
1,0,0,0.1692,0
0,0,0,0,0
-0.0062377,-0.0043689,0,0.063324,0
-0.012305,-0.0046504,0,0.041512,0
-0.018214,-0.0070059,0,0.043308,0
-0.023979,-0.0096751,0,0.039497,0
-0.029616,-0.013047,0,0.037845,0
-0.035144,-0.016957,0,0.036224,0
-0.040585,-0.021406,0,0.035169,0
-0.045961,-0.026362,0,0.034511,0
-0.051297,-0.031815,0,0.034281,0
-0.056618,-0.037753,0,0.034464,0
-0.061948,-0.044172,0,0.035065,0
-0.067309,-0.051066,0,0.036089,0
-0.072721,-0.058434,0,0.037547,0
-0.078201,-0.066273,0,0.039453,0
-0.083762,-0.074577,0,0.041826,0
-0.089411,-0.083341,0,0.044685,0
-0.095149,-0.092554,0,0.048053,0
-0.10097,-0.1022,0,0.051957,0
-0.10686,-0.11227,0,0.056425,0
-0.1128,-0.12272,0,0.061487,0
-0.11875,-0.13352,0,0.067177,0
-0.12468,-0.14462,0,0.073529,0
-0.13051,-0.15597,0,0.080582,0
-0.13617,-0.16749,0,0.088375,0
-0.14158,-0.17909,0,0.09695,0
-0.14662,-0.19066,0,0.10635,0
-0.15115,-0.20206,0,0.11662,0
-0.15501,-0.21314,0,0.1278,0
-0.15799,-0.22371,0,0.13993,0
-0.15987,-0.23356,0,0.15305,0
-0.16034,-0.24243,0,0.16719,0
-0.15909,-0.25004,0,0.18236,0
-0.15571,-0.25607,0,0.19856,0
-0.14973,-0.26016,0,0.21575,0
-0.14058,-0.26196,0,0.23384,0
-0.12762,-0.26105,0,0.2527,0
-0.11009,-0.25705,0,0.27208,0
-0.087081,-0.24959,0,0.29164,0
-0.057597,-0.23836,0,0.31091,0
-0.020497,-0.22316,0,0.32921,0
0.025459,-0.20398,0,0.34569,0
0.081577,-0.181,0,0.35928,0
0.14916,-0.15476,0,0.36869,0
0.22942,-0.12613,0,0.37248,0
0.32334,-0.096435,0,0.36916,0
0.43151,-0.067372,0,0.35735,0
0.55404,-0.040985,0,0.33595,0
0.69044,-0.019507,0,0.30443,0
0.83962,-0.0051726,0,0.26295,0
1,0,0,0.21266,0
0,0,0,0,0
-0.0053193,-0.0044045,0,0.063982,0
-0.010588,-0.0046725,0,0.042009,0
-0.01579,-0.007027,0,0.043856,0
-0.020917,-0.0096946,0,0.040033,0
-0.025967,-0.013072,0,0.03838,0
-0.030943,-0.016997,0,0.036751,0
-0.035856,-0.021472,0,0.03569,0
-0.040722,-0.026471,0,0.035031,0
-0.045558,-0.031984,0,0.034807,0
-0.050385,-0.038003,0,0.03501,0
-0.055225,-0.044525,0,0.035647,0
-0.060097,-0.051548,0,0.036731,0
-0.065022,-0.059072,0,0.038278,0
-0.070018,-0.067098,0,0.040307,0
-0.075098,-0.075622,0,0.042842,0
-0.080271,-0.084643,0,0.04591,0
-0.085544,-0.094155,0,0.049542,0
-0.090916,-0.10415,0,0.053771,0
-0.096378,-0.1146,0,0.058635,0
-0.10192,-0.12551,0,0.064173,0
-0.10751,-0.13682,0,0.070429,0
-0.11312,-0.14851,0,0.077451,0
-0.1187,-0.16052,0,0.085288,0
-0.12419,-0.17279,0,0.093995,0
-0.12952,-0.18523,0,0.10363,0
-0.13461,-0.19774,0,0.11425,0
-0.13932,-0.21019,0,0.12592,0
-0.14353,-0.22245,0,0.13871,0
-0.14707,-0.23431,0,0.15268,0
-0.14973,-0.24557,0,0.16788,0
-0.15126,-0.25598,0,0.18438,0
-0.15138,-0.26524,0,0.20222,0
-0.14971,-0.27301,0,0.22141,0
-0.14582,-0.27893,0,0.24194,0
-0.13919,-0.28255,0,0.26376,0
-0.12918,-0.28344,0,0.28672,0
-0.11503,-0.2811,0,0.31061,0
-0.095806,-0.27506,0,0.33505,0
-0.07044,-0.26489,0,0.35952,0
-0.037662,-0.25021,0,0.38326,0
0.0039717,-0.23084,0,0.40525,0
0.056056,-0.20683,0,0.42417,0
0.12027,-0.17859,0,0.43839,0
0.19829,-0.14698,0,0.44603,0
0.29156,-0.11343,0,0.44507,0
0.40118,-0.079934,0,0.43356,0
0.52758,-0.048994,0,0.40993,0
0.67044,-0.023461,0,0.37335,0
0.82856,-0.0062491,0,0.32394,0
1,0,0,0.26328,0
0,0,0,0,0
-0.0044126,-0.0043755,0,0.063759,0
-0.0088912,-0.0046192,0,0.04195,0
-0.013392,-0.0069298,0,0.043832,0
-0.017881,-0.0095467,0,0.040052,0
-0.022339,-0.01287,0,0.038419,0
-0.026757,-0.016741,0,0.036798,0
-0.031133,-0.021169,0,0.035735,0
-0.035474,-0.026128,0,0.035069,0
-0.039794,-0.031614,0,0.03484,0
-0.044109,-0.03762,0,0.035043,0
-0.048437,-0.044146,0,0.035693,0
-0.052797,-0.051192,0,0.036806,0
-0.05721,-0.05876,0,0.038405,0
-0.061691,-0.066854,0,0.040515,0
-0.066258,-0.075474,0,0.043167,0
-0.070921,-0.084621,0,0.046394,0
-0.075688,-0.094293,0,0.050234,0
-0.080564,-0.10449,0,0.05473,0
-0.085546,-0.11519,0,0.059926,0
-0.090626,-0.12639,0,0.065873,0
-0.095788,-0.13806,0,0.072626,0
-0.10101,-0.15017,0,0.080243,0
-0.10626,-0.16269,0,0.08879,0
-0.11149,-0.17555,0,0.098337,0
-0.11664,-0.18868,0,0.10896,0
-0.12165,-0.20199,0,0.12073,0
-0.12643,-0.21538,0,0.13375,0
-0.13086,-0.2287,0,0.14809,0
-0.13481,-0.24178,0,0.16386,0
-0.13811,-0.25441,0,0.18114,0
-0.14056,-0.26636,0,0.20002,0
-0.1419,-0.27734,0,0.22058,0
-0.14183,-0.28699,0,0.24289,0
-0.13995,-0.29494,0,0.26697,0
-0.13579,-0.30071,0,0.2928,0
-0.12875,-0.30381,0,0.32031,0
-0.1181,-0.30367,0,0.34928,0
-0.10292,-0.29971,0,0.37938,0
-0.082092,-0.29132,0,0.41006,0
-0.054238,-0.27797,0,0.44048,0
-0.017727,-0.25923,0,0.46947,0
0.02934,-0.23492,0,0.49547,0
0.089085,-0.20524,0,0.51641,0
0.16374,-0.17094,0,0.52986,0
0.25544,-0.13347,0,0.53302,0
0.36595,-0.095082,0,0.52313,0
0.4963,-0.058846,0,0.4978,0
0.64647,-0.028404,0,0.45561,0
0.81517,-0.0076106,0,0.39662,0
1,0,0,0.3228,0
0,0,0,0,0
-0.0035357,-0.0042829,0,0.062681,0
-0.0072481,-0.0044907,0,0.041356,0
-0.011063,-0.0067136,0,0.043256,0
-0.014926,-0.0092297,0,0.039575,0
-0.018799,-0.012437,0,0.037979,0
-0.022658,-0.016187,0,0.036378,0
-0.026493,-0.02049,0,0.035313,0
-0.030303,-0.025328,0,0.034632,0
-0.034097,-0.030697,0,0.03438,0
-0.037887,-0.036593,0,0.034559,0
-0.041689,-0.043019,0,0.03519,0
-0.045521,-0.049978,0,0.036296,0
-0.049402,-0.057472,0,0.037905,0
-0.053348,-0.065508,0,0.04005,0
-0.057376,-0.074089,0,0.042766,0
-0.0615,-0.08322,0,0.046095,0
-0.065729,-0.092903,0,0.050082,0
-0.07007,-0.10314,0,0.054775,0
-0.074527,-0.11392,0,0.060231,0
-0.079096,-0.12524,0,0.066509,0
-0.083769,-0.13709,0,0.073674,0
-0.088533,-0.14945,0,0.081799,0
-0.093366,-0.16228,0,0.090963,0
-0.098237,-0.17553,0,0.10125,0
-0.10311,-0.18917,0,0.11276,0
