"u:0","u:1","u:2","p","node_groups"
-0.10793,-0.2031,0,0.12559,0
-0.11263,-0.21723,0,0.13985,0
-0.11712,-0.23145,0,0.15566,0
-0.12132,-0.2456,0,0.17315,0
-0.12508,-0.2595,0,0.19244,0
-0.12825,-0.27292,0,0.21367,0
-0.13062,-0.28559,0,0.23696,0
-0.13194,-0.29718,0,0.26244,0
-0.13188,-0.30729,0,0.29021,0
-0.13004,-0.31546,0,0.32031,0
-0.12588,-0.32115,0,0.35272,0
-0.11872,-0.32373,0,0.38734,0
-0.10771,-0.32252,0,0.42388,0
-0.091707,-0.31676,0,0.46181,0
-0.069304,-0.3057,0,0.50032,0
-0.038713,-0.28864,0,0.53812,0
0.0022554,-0.26507,0,0.57338,0
0.056195,-0.23486,0,0.60361,0
0.12602,-0.19846,0,0.62561,0
0.21477,-0.1572,0,0.63558,0
0.3252,-0.11356,0,0.62946,0
0.45927,-0.071164,0,0.60353,0
0.61756,-0.03471,0,0.55538,0
0.79882,-0.0093745,0,0.48448,0
1,0,0,0.39405,0
0,0,0,0,0
-0.0027072,-0.0041295,0,0.060798,0
-0.0056919,-0.0042888,0,0.040263,0
-0.0088519,-0.0063803,0,0.042165,0
-0.01211,-0.0087454,0,0.038633,0
-0.01541,-0.011777,0,0.037088,0
-0.018719,-0.015336,0,0.035514,0
-0.022016,-0.019439,0,0.034441,0
-0.025295,-0.024072,0,0.033731,0
-0.02856,-0.029234,0,0.033433,0
-0.031821,-0.034924,0,0.033558,0
-0.03509,-0.041145,0,0.034135,0
-0.038385,-0.047901,0,0.035192,0
-0.041724,-0.055199,0,0.036764,0
-0.045122,-0.063045,0,0.038891,0
-0.048596,-0.071446,0,0.041613,0
-0.05216,-0.080408,0,0.04498,0
-0.055827,-0.089939,0,0.049043,0
-0.059604,-0.10004,0,0.053859,0
-0.063499,-0.11072,0,0.059491,0
-0.067513,-0.12198,0,0.066009,0
-0.071645,-0.1338,0,0.07349,0
-0.075888,-0.14618,0,0.082018,0
-0.08023,-0.1591,0,0.091687,0
-0.084653,-0.17253,0,0.1026,0
-0.089132,-0.18642,0,0.11487,0
-0.093633,-0.20073,0,0.12863,0
-0.098112,-0.21538,0,0.144,0
-0.10251,-0.23026,0,0.16114,0
-0.10676,-0.24526,0,0.18022,0
-0.11077,-0.26022,0,0.2014,0
-0.11442,-0.27495,0,0.22487,0
-0.11756,-0.28919,0,0.25083,0
-0.11999,-0.30265,0,0.27946,0
-0.12148,-0.31495,0,0.31094,0
-0.12167,-0.32565,0,0.34544,0
-0.12014,-0.33419,0,0.38304,0
-0.11631,-0.33994,0,0.42376,0
-0.10939,-0.34212,0,0.46745,0
-0.098335,-0.33985,0,0.51372,0
-0.081746,-0.33217,0,0.56182,0
-0.057772,-0.31808,0,0.61047,0
-0.024002,-0.29666,0,0.65768,0
0.022612,-0.26726,0,0.70052,0
0.085756,-0.22985,0,0.73492,0
0.16959,-0.18539,0,0.75574,0
0.2783,-0.1363,0,0.75697,0
0.41534,-0.086826,0,0.73273,0
0.58243,-0.042942,0,0.6785,0
0.77862,-0.01172,0,0.59333,0
1,0,0,0.4798,0
0,0,0,0,0
-0.0019455,-0.0039199,0,0.058185,0
-0.0042562,-0.0040173,0,0.038721,0
-0.0068024,-0.005935,0,0.040613,0
-0.0094862,-0.0081001,0,0.037274,0
-0.012238,-0.010896,0,0.035788,0
-0.015011,-0.014198,0,0.034242,0
-0.017781,-0.018028,0,0.033149,0
-0.020537,-0.022375,0,0.032387,0
-0.023278,-0.02724,0,0.032015,0
-0.026011,-0.032626,0,0.03205,0
-0.02875,-0.038536,0,0.032531,0
-0.031509,-0.044975,0,0.033492,0
-0.034304,-0.051951,0,0.034975,0
-0.037151,-0.059471,0,0.037025,0
-0.040066,-0.067543,0,0.03969,0
-0.043063,-0.076178,0,0.043025,0
-0.046155,-0.085386,0,0.047087,0
-0.049351,-0.095174,0,0.051941,0
-0.05266,-0.10555,0,0.057659,0
-0.056088,-0.11653,0,0.064317,0
-0.059638,-0.1281,0,0.072004,0
-0.063308,-0.14026,0,0.080817,0
-0.067094,-0.15302,0,0.090862,0
-0.070989,-0.16635,0,0.10226,0
-0.074978,-0.18023,0,0.11514,0
-0.079044,-0.19462,0,0.12966,0
-0.08316,-0.20948,0,0.14598,0
-0.087294,-0.22472,0,0.16428,0
-0.0914,-0.24027,0,0.18476,0
-0.095422,-0.25599,0,0.20764,0
-0.099284,-0.27173,0,0.23318,0
-0.10289,-0.28728,0,0.26163,0
-0.1061,-0.3024,0,0.29326,0
-0.10874,-0.31675,0,0.32838,0
-0.11058,-0.32994,0,0.36726,0
-0.11129,-0.34144,0,0.41016,0
-0.11039,-0.35062,0,0.45728,0
-0.10727,-0.35671,0,0.50869,0
-0.10099,-0.35873,0,0.56424,0
-0.090303,-0.35557,0,0.62342,0
-0.073399,-0.34592,0,0.68514,0
-0.04779,-0.3284,0,0.74743,0
-0.010087,-0.30175,0,0.80708,0
0.044151,-0.26513,0,0.85918,0
0.1204,-0.21872,0,0.89686,0
0.22481,-0.16451,0,0.91141,0
0.36317,-0.10708,0,0.89313,0
0.53932,-0.053959,0,0.83433,0
0.75323,-0.014946,0,0.72984,0
1,0,0,0.58848,0
0,0,0,0,0
-0.0012685,-0.0036606,0,0.054941,0
-0.0029732,-0.0036824,0,0.0368,0
-0.004959,-0.0053859,0,0.038672,0
-0.0071093,-0.0073044,0,0.03556,0
-0.009342,-0.0098094,0,0.034136,0
-0.011604,-0.012792,0,0.032609,0
-0.013864,-0.016278,0,0.031474,0
-0.01611,-0.020262,0,0.030631,0
-0.01834,-0.024746,0,0.030146,0
-0.02056,-0.029733,0,0.03005,0
-0.02278,-0.035227,0,0.030386,0
-0.025013,-0.041234,0,0.031199,0
-0.027276,-0.04776,0,0.032535,0
-0.029581,-0.054814,0,0.034446,0
-0.031944,-0.062406,0,0.036986,0
-0.034379,-0.070548,0,0.040214,0
-0.036896,-0.079251,0,0.044194,0
-0.039508,-0.088529,0,0.048997,0
-0.042223,-0.098394,0,0.0547,0
-0.045049,-0.10886,0,0.06139,0
-0.047991,-0.11993,0,0.069164,0
-0.051052,-0.13162,0,0.078129,0
-0.054235,-0.14393,0,0.088405,0
-0.057537,-0.15686,0,0.10013,0
-0.060956,-0.1704,0,0.11345,0
-0.064483,-0.18454,0,0.12854,0
-0.068109,-0.19924,0,0.14559,0
-0.071817,-0.21446,0,0.16482,0
-0.075587,-0.23016,0,0.18646,0
-0.079389,-0.24623,0,0.2108,0
-0.083185,-0.26257,0,0.23813,0
-0.086922,-0.27903,0,0.26879,0
-0.090525,-0.29542,0,0.30317,0
-0.09389,-0.31148,0,0.34167,0
-0.096869,-0.32688,0,0.38473,0
-0.099248,-0.34118,0,0.43282,0
-0.10071,-0.35382,0,0.48638,0
-0.1008,-0.36405,0,0.54579,0
-0.098805,-0.37094,0,0.6113,0
-0.093689,-0.37328,0,0.68282,0
-0.083874,-0.36957,0,0.75976,0
-0.067005,-0.35801,0,0.84053,0
-0.039604,-0.33662,0,0.92204,0
0.0033184,-0.3035,0,0.99883,0
0.068586,-0.25754,0,1.0623,0
0.16479,-0.19953,0,1.0998,0
0.30131,-0.1337,0,1.0963,0
0.48582,-0.069149,0,1.0352,0
0.72075,-0.019533,0,0.91188,0
1,0,0,0.71921,0
0,0,0,0,0
-0.00069284,-0.00336,0,0.051195,0
-0.0018731,-0.0032925,0,0.034585,0
-0.0033626,-0.0047453,0,0.03643,0
-0.0050285,-0.0063748,0,0.033572,0
-0.0067796,-0.0085387,0,0.0322,0
-0.008559,-0.011145,0,0.030671,0
-0.010335,-0.014225,0,0.029463,0
-0.012095,-0.017774,0,0.028498,0
-0.013836,-0.021796,0,0.027856,0
-0.015564,-0.026294,0,0.027578,0
-0.017288,-0.03127,0,0.027716,0
-0.019019,-0.03673,0,0.028322,0
-0.020772,-0.04268,0,0.029451,0
-0.022558,-0.049128,0,0.031157,0
-0.024391,-0.056086,0,0.033499,0
-0.026282,-0.063564,0,0.036542,0
-0.028243,-0.071578,0,0.040354,0
-0.030283,-0.080142,0,0.04501,0
-0.032412,-0.089273,0,0.050595,0
-0.034638,-0.098987,0,0.057201,0
-0.036968,-0.1093,0,0.064932,0
-0.039407,-0.12023,0,0.073906,0
-0.04196,-0.13178,0,0.084254,0
-0.04463,-0.14398,0,0.096125,0
-0.04742,-0.15682,0,0.10969,0
-0.050331,-0.17031,0,0.12513,0
-0.053361,-0.18444,0,0.14267,0
-0.05651,-0.19919,0,0.16256,0
-0.059773,-0.21454,0,0.18507,0
-0.063142,-0.23045,0,0.21053,0
-0.066607,-0.24685,0,0.2393,0
-0.070151,-0.26366,0,0.27179,0
-0.073746,-0.28074,0,0.3085,0
-0.07735,-0.29793,0,0.34995,0
-0.080899,-0.31498,0,0.39677,0
-0.084286,-0.33159,0,0.44965,0
-0.087342,-0.3473,0,0.50933,0
-0.089793,-0.36151,0,0.5766,0
-0.091195,-0.3734,0,0.65224,0
-0.09082,-0.38184,0,0.73686,0
-0.087477,-0.38529,0,0.8307,0
-0.079216,-0.38172,0,0.93317,0
-0.062874,-0.36854,0,1.042,0
-0.0334,-0.3427,0,1.1523,0
0.016988,-0.30122,0,1.254,0
0.099526,-0.24255,0,1.3308,0
0.22857,-0.16912,0,1.3569,0
0.4187,-0.090735,0,1.3079,0
0.67778,-0.026448,0,1.1462,0
1,0,0,0.9174,0
0,0,0,0,0
-0.0002333,-0.0030284,0,0.047091,0
-0.00098321,-0.0028584,0,0.032183,0
-0.0020497,-0.004029,0,0.034002,0
-0.0032867,-0.0053335,0,0.031408,0
-0.0045994,-0.0071148,0,0.030066,0
-0.0059323,-0.0092989,0,0.028499,0
-0.0072571,-0.011918,0,0.02717,0
-0.0085625,-0.014969,0,0.026031,0
-0.0098475,-0.018457,0,0.025175,0
-0.011117,-0.02238,0,0.024657,0
-0.01238,-0.026742,0,0.024538,0
-0.013645,-0.031544,0,0.024877,0
-0.014925,-0.036793,0,0.025732,0
-0.016229,-0.042496,0,0.027164,0
-0.017568,-0.048663,0,0.029235,0
-0.018952,-0.055307,0,0.032012,0
-0.02039,-0.062442,0,0.035567,0
-0.021891,-0.070085,0,0.03998,0
-0.023463,-0.078253,0,0.045337,0
-0.025114,-0.086968,0,0.051738,0
-0.026849,-0.096248,0,0.059292,0
-0.028676,-0.10612,0,0.068124,0
-0.030601,-0.11659,0,0.078374,0
-0.032629,-0.12769,0,0.090202,0
-0.034765,-0.13944,0,0.10379,0
-0.037015,-0.15185,0,0.11935,0
-0.039385,-0.16493,0,0.13711,0
-0.041879,-0.1787,0,0.15735,0
-0.044505,-0.19315,0,0.18038,0
-0.047269,-0.20828,0,0.20657,0
-0.050178,-0.22407,0,0.23633,0
-0.053239,-0.24048,0,0.27016,0
-0.056458,-0.25748,0,0.30863,0
-0.059839,-0.27496,0,0.35242,0
-0.063377,-0.29281,0,0.40232,0
-0.067055,-0.31083,0,0.45924,0
-0.070827,-0.32876,0,0.52428,0
-0.074596,-0.3462,0,0.5987,0
-0.078167,-0.36254,0,0.68392,0
-0.081169,-0.37691,0,0.78148,0
-0.082902,-0.388,0,0.89288,0
-0.082075,-0.39387,0,1.0192,0
-0.076309,-0.39173,0,1.1605,0
-0.061282,-0.37766,0,1.3137,0
-0.029294,-0.34665,0,1.4705,0
0.032742,-0.29357,0,1.6103,0
0.14513,-0.21631,0,1.7009,0
0.33371,-0.12263,0,1.6748,0
0.62003,-0.037271,0,1.5237,0
1,0,0,1.1078,0
0,0,0,0,0
9.8689e-05,-0.0026763,0,0.042801,0
-0.00032675,-0.0023921,0,0.029718,0
-0.0010502,-0.0032557,0,0.031528,0
-0.0019175,-0.0042094,0,0.029191,0
-0.0028387,-0.0055798,0,0.027835,0
-0.0037672,-0.0073085,0,0.026171,0
-0.0046819,-0.0094258,0,0.024653,0
-0.0055756,-0.011928,0,0.023273,0
-0.0064493,-0.014816,0,0.022137,0
-0.0073077,-0.018088,0,0.021313,0
-0.0081579,-0.021742,0,0.020872,0
-0.0090079,-0.025781,0,0.020878,0
-0.0098659,-0.030207,0,0.021393,0
-0.01074,-0.035027,0,0.022481,0
-0.011639,-0.040251,0,0.024205,0
-0.012569,-0.045889,0,0.026635,0
-0.013537,-0.051956,0,0.029844,0
-0.014551,-0.058468,0,0.033914,0
-0.015616,-0.065444,0,0.038934,0
-0.016739,-0.072905,0,0.045006,0
-0.017925,-0.080873,0,0.052244,0
-0.01918,-0.089371,0,0.060777,0
-0.02051,-0.098423,0,0.070752,0
-0.021919,-0.10805,0,0.082337,0
-0.023415,-0.11829,0,0.095724,0
-0.025005,-0.12916,0,0.11113,0
-0.026694,-0.14069,0,0.12882,0
-0.028493,-0.1529,0,0.14907,0
-0.030411,-0.16582,0,0.17223,0
-0.032462,-0.17947,0,0.1987,0
-0.03466,-0.19387,0,0.22895,0
-0.037025,-0.20903,0,0.26351,0
-0.039578,-0.22497,0,0.30306,0
-0.042347,-0.24167,0,0.34838,0
-0.045366,-0.25912,0,0.4004,0
-0.048669,-0.27728,0,0.46029,0
-0.052293,-0.29604,0,0.52945,0
-0.056268,-0.31523,0,0.60961,0
-0.060596,-0.33458,0,0.7029,0
-0.065213,-0.3536,0,0.81191,0
-0.069907,-0.37145,0,0.93976,0
-0.074137,-0.38675,0,1.09,0
-0.076661,-0.39717,0,1.2661,0
-0.074729,-0.39884,0,1.4707,0
-0.062427,-0.38561,0,1.6999,0
-0.027298,-0.34846,0,1.9425,0
0.05508,-0.27758,0,2.1401,0
0.22667,-0.17075,0,2.2446,0
0.53562,-0.056391,0,1.965,0
1,0,0,1.6737,0
0,0,0,0,0
0.00029247,-0.0023097,0,0.038416,0
7.7913e-05,-0.001902,0,0.027385,0
-0.00038321,-0.0024441,0,0.029194,0
-0.00093827,-0.0030393,0,0.027078,0
-0.0015177,-0.0039917,0,0.025622,0
-0.0020917,-0.0052513,0,0.023768,0
-0.0026488,-0.0068415,0,0.021973,0
-0.003187,-0.0087552,0,0.020266,0
-0.0037084,-0.010989,0,0.018772,0
-0.0042172,-0.013538,0,0.017571,0
-0.0047189,-0.016399,0,0.016739,0
-0.0052189,-0.019571,0,0.016344,0
-0.0057228,-0.023057,0,0.016452,0
-0.006236,-0.026861,0,0.017125,0
-0.0067638,-0.03099,0,0.018429,0
-0.0073109,-0.035454,0,0.020431,0
-0.0078819,-0.040267,0,0.023206,0
-0.0084813,-0.045442,0,0.026835,0
-0.0091132,-0.050997,0,0.031408,0
-0.0097816,-0.056952,0,0.037027,0
-0.010491,-0.063326,0,0.043809,0
-0.011244,-0.070143,0,0.051885,0
-0.012047,-0.077429,0,0.061404,0
-0.012902,-0.085208,0,0.07254,0
-0.013816,-0.09351,0,0.085489,0
-0.014794,-0.10236,0,0.10048,0
-0.015842,-0.1118,0,0.11778,0
-0.016969,-0.12186,0,0.13768,0
-0.018183,-0.13258,0,0.16056,0
-0.019498,-0.14398,0,0.18682,0
-0.020927,-0.15613,0,0.21697,0
-0.022491,-0.16906,0,0.2516,0
-0.024214,-0.18282,0,0.29142,0
-0.026127,-0.19747,0,0.33729,0
-0.028273,-0.21307,0,0.39029,0
-0.030703,-0.22968,0,0.45172,0
-0.033484,-0.24735,0,0.52327,0
-0.036701,-0.26613,0,0.60706,0
-0.040459,-0.28605,0,0.70584,0
-0.044874,-0.30703,0,0.82321,0
-0.050064,-0.32889,0,0.96398,0
-0.056085,-0.35111,0,1.1344,0
-0.062772,-0.37253,0,1.3431,0
-0.069318,-0.39075,0,1.5993,0
-0.073029,-0.40073,0,1.918,0
-0.066258,-0.39257,0,2.2899,0
-0.027248,-0.34806,0,2.7305,0
0.097407,-0.24522,0,2.9743,0
0.41679,-0.090649,0,3.1738,0
1,0,0,1.6593,0
0,0,0,0,0
0.00034645,-0.0019109,0,0.034206,0
0.00021813,-0.0013783,0,0.02542,0
-4.4191e-05,-0.0016076,0,0.027283,0
-0.00033851,-0.0018743,0,0.025251,0
-0.00063219,-0.0024341,0,0.023553,0
-0.0009145,-0.0032352,0,0.021371,0
-0.0011831,-0.00429,0,0.019178,0
-0.0014389,-0.0055868,0,0.017043,0
-0.0016841,-0.0071192,0,0.015104,0
-0.0019216,-0.0088805,0,0.013448,0
-0.0021546,-0.010866,0,0.012154,0
-0.002386,-0.013075,0,0.011292,0
-0.0026189,-0.015507,0,0.010926,0
-0.002856,-0.018165,0,0.011117,0
-0.0031,-0.021054,0,0.011928,0
-0.0033533,-0.024183,0,0.013425,0
-0.0036182,-0.02756,0,0.01568,0
-0.003897,-0.031197,0,0.018772,0
-0.0041919,-0.035108,0,0.022791,0
-0.0045049,-0.039309,0,0.027837,0
-0.0048381,-0.043815,0,0.034024,0
-0.0051938,-0.048647,0,0.041485,0
-0.0055743,-0.053824,0,0.050369,0
-0.0059821,-0.05937,0,0.060848,0
-0.00642,-0.06531,0,0.073123,0
-0.0068915,-0.07167,0,0.087421,0
-0.0074003,-0.078481,0,0.10401,0
-0.0079514,-0.085775,0,0.1232,0
-0.0085507,-0.09359,0,0.14536,0
-0.0092058,-0.10197,0,0.1709,0
-0.0099264,-0.11095,0,0.20035,0
-0.010725,-0.12061,0,0.23431,0
-0.011618,-0.13099,0,0.27352,0
-0.012628,-0.14218,0,0.31888,0
-0.013782,-0.15428,0,0.37151,0
-0.015122,-0.16739,0,0.43282,0
-0.016699,-0.18165,0,0.50463,0
-0.018588,-0.19725,0,0.58932,0
-0.020889,-0.21439,0,0.69001,0
-0.023745,-0.23334,0,0.81108,0
-0.027354,-0.25438,0,0.9584,0
-0.031992,-0.27785,0,1.1411,0
-0.03804,-0.304,0,1.3707,0
-0.045907,-0.33268,0,1.6711,0
-0.055957,-0.36273,0,2.0577,0
-0.066746,-0.38913,0,2.622,0
-0.071409,-0.39777,0,3.2675,0
-0.02886,-0.34391,0,4.4392,0
0.20776,-0.16767,0,3.9838,0
1,0,0,4.9849,0
0,0,0,0,0
0.00021299,-0.0013536,0,0.029467,0
0.00011857,-0.00076222,0,0.024861,0
2.9867e-05,-0.00076151,0,0.026067,0
-6.2475e-05,-0.00080299,0,0.023942,0
-0.00014653,-0.0010354,0,0.021731,0
-0.00022488,-0.0014132,0,0.019039,0
-0.00029754,-0.0019373,0,0.016302,0
-0.00036568,-0.0025967,0,0.013625,0
-0.00043028,-0.0033852,0,0.011146,0
-0.00049237,-0.0042973,0,0.0089559,0
-0.00055295,-0.0053296,0,0.0071311,0
-0.00061294,-0.0064801,0,0.0057371,0
-0.00067321,-0.0077488,0,0.0048336,0
-0.00073457,-0.009137,0,0.0044778,0
-0.00079775,-0.010648,0,0.0047281,0
-0.00086345,-0.012285,0,0.0056462,0
-0.00093232,-0.014054,0,0.0072999,0
-0.001005,-0.015962,0,0.0097645,0
-0.0010821,-0.018016,0,0.013125,0
-0.0011641,-0.020226,0,0.01748,0
-0.0012518,-0.022602,0,0.022939,0
-0.0013458,-0.025155,0,0.029631,0
-0.0014467,-0.027897,0,0.037703,0
-0.0015553,-0.030842,0,0.047323,0
-0.0016725,-0.034006,0,0.058688,0
-0.0017994,-0.037406,0,0.072023,0
-0.0019371,-0.04106,0,0.08759,0
-0.0020871,-0.044991,0,0.10569,0
-0.0022514,-0.049223,0,0.12669,0
-0.0024324,-0.053784,0,0.15101,0
-0.0026333,-0.058707,0,0.17914,0
-0.002858,-0.064034,0,0.21169,0
-0.0031122,-0.069811,0,0.24937,0
-0.0034032,-0.076098,0,0.29309,0
-0.0037408,-0.08297,0,0.34394,0
-0.004139,-0.090521,0,0.40333,0
-0.0046169,-0.098873,0,0.47306,0
-0.0052023,-0.10819,0,0.5555,0
-0.0059352,-0.11869,0,0.65391,0
-0.006876,-0.13066,0,0.7726,0
-0.0081154,-0.14453,0,0.91848,0
-0.0098053,-0.1609,0,1.0996,0
-0.012172,-0.18055,0,1.3358,0
-0.015689,-0.20506,0,1.6362,0
-0.020953,-0.23543,0,2.0939,0
-0.029867,-0.27728,0,2.6368,0
-0.043009,-0.3243,0,3.9348,0
-0.06384,-0.39681,0,4.8525,0
-0.010403,-0.30793,0,11.06,0
1,0,0,1.6884,0
0,0,0,0,0
0,0,0,0.028481,0
0,0,0,0.026625,0
0,0,0,0.025798,0
0,0,0,0.023343,0
0,0,0,0.020174,0
0,0,0,0.016795,0
0,0,0,0.013338,0
0,0,0,0.010006,0
0,0,0,0.0068939,0
0,0,0,0.0040948,0
0,0,0,0.001674,0
0,0,0,-0.0003108,0
0,0,0,-0.0018084,0
0,0,0,-0.0027688,0
0,0,0,-0.0031407,0
0,0,0,-0.002869,0
0,0,0,-0.0018921,0
0,0,0,-0.00014053,0
0,0,0,0.0024653,0
0,0,0,0.0060169,0
0,0,0,0.01062,0
0,0,0,0.016396,0
0,0,0,0.023486,0
0,0,0,0.032052,0
0,0,0,0.042281,0
0,0,0,0.05439,0
0,0,0,0.068629,0
0,0,0,0.085291,0
0,0,0,0.10471,0
0,0,0,0.1273,0
0,0,0,0.15352,0
0,0,0,0.18393,0
0,0,0,0.21922,0
0,0,0,0.2602,0
0,0,0,0.30789,0
0,0,0,0.36358,0
0,0,0,0.42889,0
0,0,0,0.506,0
0,0,0,0.59768,0
0,0,0,0.7082,0
0,0,0,0.84229,0
0,0,0,1.0114,0
0,0,0,1.2192,0
0,0,0,1.5177,0
0,0,0,1.851,0
0,0,0,2.6003,0
0,0,0,2.9946,0
0,0,0,6.6336,0
0,0,0,6.4774,0
0,0,0,58.628,0
